nombre_archivo,fecha_acta,tag,nivel,actores,facultad,extracto
Consejo Académico 297-22.pdf,2022-01-22,Egresados,,Egresados,Educación,"Comunidad de egresados: involucrar a los egresados en acciones claves de
posicionamiento y diversificación de ingresos."
Consejo Académico 297-22.pdf,2022-01-22,"Posicionamiento,Impacto Social",,,Educación,"Centros (UED, CE, CEyA): aumentar el número de aliados externos y diversificar ingresos. También, consolidarlos como referentes de calidad en la región. Frente a esto último, la facultad ha tenido una gran incidencia en el debate educativo y está presente en los foros y espacios públicos donde se construye la agenda educativa. Además, la facultad fortalecerá su trabajo en la generación de conocimiento e impacto en las comunidades de la región."
Consejo Académico 297-22.pdf,2022-01-22,Bienestar,,,Educación,"Objetivo 4: consolidar la Facultad como una comunidad integrada que promueva el
bienestar de todos sus integrantes. Para ello, se espera afianzar un gobierno transparente,
promover el bienestar de toda la comunidad y consolidar una Facultad sostenible."
Consejo Académico 297-22.pdf,2022-01-22,"Posicionamiento,Impacto Social",,,Economía,"Programa de Desarrollo de Facultad, PDF - Economía"
Consejo Académico 297-22.pdf,2022-01-22,"Oferta virtual,Perfil de estudiantes,Admisión",,Estudiantes,Economía,"Formación:
▪ Pregrado: (i) implementar el plan de estudios reformado que entra en vigencia en
el periodo 2022-10, (ii) fortalecer la formación práctica de los estudiantes y (iii)
crecer manteniendo la excelencia.
▪ Posgrados y educación continua: (iv) liderar la educación hibrida y virtual en
maestrías, especializaciones y educación continua en Economía en América
Latina, creando rutas de aprendizaje virtual pertinentes y flexibles que se adapten
a las necesidades de los estudiantes, formando una ""comunidad para toda la vida""
y (v) potenciar las fortalezas del programa de doctorado, adaptando la cultura de
admisión y permanencia de estudiantes en el programa y la oferta de apoyos y
elementos de formación a esta meta.
▪ Todos los programas: (vi) formalizar y afianzar el sistema de aseguramiento de la
calidad de la enseñanza en pregrado y posgrado."
Consejo Académico 297-22.pdf,2022-01-22,"Bienestar,Población vulnerable",,Estudiantes,Economía,"Bienestar: (vii) mejorar los canales de apoyo a estudiantes y egresados recientes,
(viii) proteger la diversidad dentro de la comunidad académica y (ix) promover el
bienestar de toda la comunidad académica desde la labor de la Secretaría General."
Consejo Académico 297-22.pdf,2022-01-22,Promoción investigación,,,Economía,"Investigación y Creación: (x) profundizar el impacto y la visibilidad en la
comunidad no académica, a nivel local y latinoamericano, mientras se protege y se
potencia más el impacto académico, (xi) garantizar la financiación de los proyectos y
las sinergias entre esa financiación y el impacto (xii) mejorar y sistematizar los
procesos administrativos de la investigación."
Consejo Académico 297-22.pdf,2022-01-22,Oferta virtual,,,Economía,"La rectora (e) quiso conocer si dentro del PDF de Economía había un plan específico
relacionado con la meta de maestrías virtuales del PDI.
- El director del CEDE, señaló que la facultad está evaluando cuáles de sus programas
deben ofrecerse en modalidad virtual con el propósito de ofrecer ambientes virtuales de
calidad a los estudiantes. La Facultad ya ha avanzado en esto."
Consejo Académico 297-22.pdf,2022-01-22,"Bienestar,Representación",,Estudiantes,Economía,"La representante de estudiantes de pregrado quiso saber si en el marco del PDF la facultad
se ha trazado propuestas para promover la diversidad en la Facultad de Economía.
- El director del CEDE manifestó que la facultad se ha trazado dentro de su PDF las líneas
de acción para garantizar la diversidad y el bienestar en su facultad, por lo que procedió
a leer algunas de las líneas."
Consejo Académico 297-22.pdf,2022-01-22,Impacto Social,,Profesores,Economía,"Para concluir, Mario Castillo, profesor de Ingeniería, resaltó que el PDF de Economía, en
particular, se preocupa por garantizar a los estudiantes una formación práctica y llegar a
comunidades no especializadas. Es decir, su impacto está centrado en el entorno local."
Consejo Académico 297-22.pdf,2022-01-22,"Creación Programas,Impacto Social,Bienestar,Promoción investigación",,,Derecho,"Acciones disruptivas: en el eje de aprendizaje las acciones disruptivas son las
relacionadas con la reflexión curricular del pregrado y la innovación pedagógica basada
en la creación de nuevos posgrados nacionales, regionales o globales. En el eje de
impacto las acciones disruptivas son la Investigación, consultoría e impacto social con
el fortalecimiento del CIJUS y la regionalización con el objetivo de Posicionar a la
Facultad en el escenario regional."
Consejo Académico 297-22.pdf,2022-01-22,"Educación continua,Promoción investigación",,,Derecho,"Propuesta de trabajo interfacultades: para desarrollar algunas acciones disruptivas
se propone (i) trabajar con la Facultad de Educación y el Centro de Ética para apoyar
la reflexión curricular del pregrado y paralelamente de los posgrados (antiguos y
nuevos), (ii) dialogar con las facultades de Ingeniería, Administración y Economía para
conocer su experiencia en investigación y consultoría, con el fin de fortalecer el CIJUS
y desarrollar investigación interdisciplinar y transnacional y (iii) dialogar con el CIDER
para explorar oportunidades de investigación en regiones, o para identificar áreas de
conocimiento y zonas particulares en las que se puedan ofrecer cursos de educación
continua y posgrado."
Consejo Académico 297-22.pdf,2022-01-22,"Bienestar,Creación Programas,Impacto Social",,,Ciencias,"Áreas de trabajo: (i) una facultad conectada y generadora de impacto, (ii) programas
educativos para la nueva realidad, (iii) la facultad frente a los desafíos de la sostenibilidad,
(iv) facultad con autonomía financiera y capacidad de inversión y (v) la facultad como
comunidad de bienestar."
Consejo Académico 297-22.pdf,2022-01-22,"Posicionamiento,Promoción investigación",,,Ciencias,"Impacto: promover, reconocer y visibilizar la investigación y docencia de miembros
de la facultad que ejercen un impacto positivo en la academia y en distintos entornos
de la sociedad, y contribuyen a la deliberación pública."
Consejo Académico 297-22.pdf,2022-01-22,Creación Programas,,Estudiantes,Ciencias,"Formación: fortalecer, adaptar y crear programas educativos de pregrado, posgrado y
educación continua que sean pertinentes, flexibles y abiertos a diversidad de audiencias."
Consejo Académico 297-22.pdf,2022-01-22,"Impacto Social,Promoción investigación,Educación continua",,,Ciencias,"Sostenibilidad: ejercer liderazgo con impacto desde lo local hasta lo global en
investigación, educación y opinión pública sobre el papel de la ciencia en el desarrollo
sostenible y la conservación de la biodiversidad y los sistemas socio-ecológicos."
Consejo Académico 297-22.pdf,2022-01-22,Bienestar,,"Estudiantes,Profesores,Egresados",Ciencias,"Comunidad: consolidar a la facultad como una comunidad cohesionada de estudiantes,
profesores, egresados, administrativos y técnicos en un ambiente de colaboración,
confianza y bienestar."
Consejo Académico 297-22.pdf,2022-01-22,Ajustes Administrativos ,,,,"Por su parte, respecto a los ODS, la vicerrectora académica (e) informó que la Universidad
de los Andes está iniciando la construcción del plan de desarrollo del Centro de Desarrollo
Sostenible para América Latina, CODS. En este sentido, indicó que se invitarán los
decanos y decanas a participar en la construcción de este plan."
Consejo Académico 297-22.pdf,2022-01-22,"Inversiones,Bienestar,Infraestructura",,,,"La Vicerrectoría Administrativa y Financiera informó que para el año 2022 está prevista la
auditoría de mantenimiento por parte del ICONTEC en operaciones bioseguras. Este proceso
se realizaría bajo la normatividad vigente y acorde con las resoluciones 777, 2157 y 1687 de
2021 y la Circular 005 de 2021. Algunos aspectos tenidos en cuenta en la certificación son
la señalización, el control de aglomeraciones, las acciones para el correcto uso del tapabocas,
el aseguramiento de ventilación de espacios y los controles del carnet de vacunación, en los
casos que aplique."
Consejo Académico 297-22.pdf,2022-01-22,Infraestructura,,,,"La Vicerrectoría Administrativa y Financiera comunicó que del 10 al 17 de abril se realizará
el apagado y el mantenimiento del datacenter. Esta actividad tiene como fin realizar el
mantenimiento preventivo de la infraestructura física y tecnológica de la Universidad.
Destacó que en los últimos 3 años, este mantenimiento se ha realizado en Semana Santa
porque causa un menor impacto en la operación institucional."
Consejo Académico 297-22.pdf,2022-01-22,Infraestructura,,,,"La Vicerrectoría Administrativa y Financiera anunció que durante el proceso de galpón no
hubo ningún inconveniente relacionado con la infraestructura tecnológica de la Universidad
y en promedio sólo se usó el 40% de la misma. En suma, expuso que en lo correspondiente
al proceso del periodo 2022-10 hubo 17.851 estudiantes inscritos, 100.317 puestos inscritos,
29.632 solicitudes de conflicto de horario y 3.890 estudiantes que inscribieron deportes."
Consejo Académico 297-22.pdf,2022-01-22,"Admisión,Informe de gestión,Posicionamiento",,Estudiantes,,"La rectora (e) presentó el informe preliminar de matrículas 2022-1 y aclaró que en la próxima
sesión del Consejo Académico se presentarán las cifras definitivas porque aún se encuentra
abierto el proceso de matrículas que cerrará a finales de la semana entrante. Mostró las cifras
generales y discriminadas por programa que hasta el momento se tienen de inscritos,
admitidos y matriculados, y las comparó con las del semestre 2021-1.
El número total de estudiantes nuevos matriculados para 2021-10 fue de 1.510, mientras que
para 2022-1 el número preliminar es de 1.342. Estas cifras estarían mostrando una caída
considerable hasta el momento. Agradeció a los decanos y decanas todos sus esfuerzos por
mejorar estos números durante las últimas semanas, esfuerzos que seguramente se verán
reflejados en el siguiente informe. También se refirió al número total de estudiantes antiguos
y nuevos matriculados en los mismos períodos analizados, para mostrar que la caída es de
aproximadamente 4% a la fecha. Respecto a la meta financiera, la caída estaría cerca al 2.9%."
Consejo Académico 297-22.pdf,2022-01-22,PDI,Pregrado,,,"El PDI 2021-2025 señala una meta de 15.000 estudiantes de pregrado por semestre. Esta
es una meta difícil de alcanzar teniendo en cuenta las difíciles circunstancias políticas,
económicas y sociales que atraviesa nuestro país."
Consejo Académico 297-22.pdf,2022-01-22,Admisión,,Estudiantes,,"Existe una agresiva competencia nacional e internacional. Antes nos llegaban los
estudiantes, ahora debemos salir a buscarlos."
Consejo Académico 297-22.pdf,2022-01-22,Inversiones,,,,"El control de gastos debe mantenerse y ser más rigurosos con el congelamiento de la
nómina."
Consejo Académico 297-22.pdf,2022-01-22,Admisión,Pregrado,,,"Para apoyar lo anterior, se mostró que el descenso de los estudiantes en pregrado es
estructural y viene ocurriendo desde 2015 con excepción de los semestres en los que
ingresaron los estudiantes del programa Ser Pilo Paga. Se debe revertir esta tendencia."
Consejo Académico 297-22.pdf,2022-01-22,Creación Programas,,Profesores,,"Se recomienda pensar en programas académicos innovadores, disruptivos e
interdisciplinarios, que capturen la atención de los jóvenes. La Universidad puede hacerlo,
tiene los mejores profesores."
Consejo Académico 297-22.pdf,2022-01-22,"Admisión,PDI",Pregrado,Estudiantes,,"Propiciar la discusión sobre las pruebas Saber 11 y su papel en el proceso de admisión a la
Universidad. Analizar los puntajes de corte históricos, teniendo en cuenta las preferencias
de los estudiantes y el objetivo de diversificar la población contenido en el PDI."
Consejo Académico 297-22.pdf,2022-01-22,Deportes,Pregrado,Estudiantes,Ingeniería,"La decana de estudiantes informó que la Distinción a la Excelencia Deportiva se otorgó por
primera vez en la Bienvenida de Estudiantes de enero del año 2022 a la estudiante Laura
Alejandra Olarte Palacio, código 201820058, del Departamento de Ingeniería Mecánica, por
sus logros deportivos durante el año 2021 en la disciplina de Taekwondo donde obtuvo
importantes triunfos nacionales."
Consejo Académico 298-22.pdf,2022-02-03,Admisión,Pregrado,Estudiantes,,"La rectora (e) informó que los resultados parciales de matrículas para el periodo 2022-10 dan
cuenta de una reducción en el número de estudiantes nuevos de pregrado, comparado con el
mismo periodo del año anterior. Explicó que hubo un ligero descenso en el total de
estudiantes matriculados frente a la meta establecida para este periodo, la cual establecía solo
un 0,4% más de estudiantes con respecto al 2021. En particular, reporta una reducción de 2%
en estudiantes totales respecto a la meta financiera."
Consejo Académico 298-22.pdf,2022-02-03,Admisión,Pregrado,Estudiantes,"Artes y humanidades,Educación,Ingeniería,Ciencias sociales","Entre otros datos relevantes presentó la tasa de participación en las inscripciones a pregrado
por estrato socioeconómico, la tasa de matrícula en cada uno de los ciclos de inscripciones y
el consolidado de matrículas por facultades. Frente a esto último, destacó la variación positiva
de facultades como Artes y Humanidades y Educación, así como el crecimiento de
matriculados en Ingeniería Eléctrica. Estos resultados estarían indicando que las becas
preferentes y las becas Decidí Enseñar tuvieron un efecto positivo. Para la Facultad de
Ciencias Sociales se hará un análisis detallado con el objetivo de entender en cuáles
departamentos funcionaron las becas."
Consejo Académico 298-22.pdf,2022-02-03,"Admisión,PDI,Creación Programas,Posicionamiento",Pregrado,"Estudiantes,Administrativos",,"A manera de conclusión, consideró que la leve tendencia a la baja en el histórico de matriculados
implicará un arduo esfuerzo de la Universidad para alcanzar la meta de 15.000 estudiantes para
el año 2025 establecida en el PDI. Reiteró que en años recientes la Universidad ha estado en la
capacidad de atender una cantidad similar de estudiantes, por lo que no sería necesario aumentar
de manera significativa la capacidad. Tres maneras de cumplir esta meta son: (i) el programa de
becas preferentes, (ii) la renovación del proceso de scouting, de mercadeo y posicionamiento,
(iii) la apertura y creación de nuevos programas innovadores e interdisciplinarios, (iv)
fortalecimiento de la capacidad en programas dinámicos de alta demanda."
Consejo Académico 298-22.pdf,2022-02-03,"Informe de gestión,Promoción investigación","Pregrado,Posgrado","Estudiantes,Profesores",Ciencias sociales,"b) Informe de gestión del Decano de Ciencias Sociales
La rectora (e) informó que el Comité Directivo, en su sesión del 28 de enero de 2021, renovó
el nombramiento de Mauricio Nieto como decano de la Facultad de Ciencias Sociales, a partir
del 1 de febrero del año 2022. A continuación, lo invitó a presentar su informe de gestión.
El Decano de Ciencias Sociales informó que la facultad cuenta con 120 profesores de planta,
6 programas de pregrado, 11 maestrías y 5 doctorados. Ha publicado más de 500 libros, 4
revistas indexadas, 61 proyectos en todos sus departamentos y 20 opciones académicas. Las
fortalezas temáticas de la Facultad están relacionadas con problemas locales y regionales
como conflicto y construcción de paz, política contemporánea, gobierno y democracia,
desigualdad, diversidad cultural, naturaleza, espacio y sociedad, bienestar, género, y estudios
internacionales. Luego expuso los objetivos iniciales de su gestión:"
Consejo Académico 298-22.pdf,2022-02-03,"Bienestar,Reglamentos",Posgrado,"Estudiantes,Profesores",Ciencias sociales,"Gobierno colegiado, ambiente y bienestar: se recompuso la mayoría del equipo
directivo (Vicedecanatura de Investigaciones, Escuela de Posgrados, Dirección
Académica y gradualmente todas las direcciones de los departamentos). Se llevaron a
cabo múltiples instancias de gobierno participativo (22 comités) y se elaboraron los
reglamentos de profesores y docentes de planta, así como el Plan de Desarrollo de
Facultad (PDF). Además, se conformó un nuevo Comité de Género con participación de
estudiantes, profesores y directivos."
Consejo Académico 298-22.pdf,2022-02-03,Posicionamiento,,"Profesores,Estudiantes,Egresados",Ciencias sociales,"Visibilidad y comunicaciones: la idea de una Facultad articulada bajo un proyecto
colectivo requiere de formas de comunicación internas eficientes. Por esta razón, se
configuró una nueva versión del sitio web, pensada como una herramienta clave para el
posicionamiento y la visibilidad de las actividades de la facultad, tanto internas como
externas. Se realizaron cinco programas de podcast, cada uno con temáticas y enfoques
distintos, con 39 episodios emitidos. Se crearon espacios en la página web que tienen
como fin conectar contenidos interdisciplinarios de profesores, estudiantes y egresados,
y se implementaron estrategias que se enfocan en visibilizar hacia el público externo e
interno las actividades e iniciativas en las que ellos participan."
Consejo Académico 298-22.pdf,2022-02-03,"Reglamentos,Bienestar,Estatuto profesoral,Creación programas,Internacionalización,Posicionamiento",,"Estudiantes,Profesores",Ciencias sociales,"Dirección académica, docencia y carrera profesoral: la Dirección Académica es una de
las instancias centrales de gobierno de la Facultad, que se ocupa de múltiples frentes
académicos esenciales para el funcionamiento de la oferta de pregrado y asuntos definitivos
de la carrera de los profesores. Esta unidad logró los siguientes resultados: elaboración del
reglamento profesoral y procesos de evaluación y promoción; implementación del Año
Básico de Ciencias Sociales; Scouting y promoción de los programas de pregrado;
acompañamiento y seguimiento a la docencia; bienestar estudiantil; diseño de nuevos
pregrados y acreditación internacional de programas de inglés."
Consejo Académico 298-22.pdf,2022-02-03,Promoción investigación,,,Ciencias sociales,"Investigaciones 2020-2021: entre al año 2020 y 2021 han estado activos 23 FAPAS, 50
profesores del total de la Facultad participaron en proyectos con financiación interna, se
fortaleció Congreso Visible –el sistema de información más completo que tiene el país
sobre la actividad de la rama legislativa-, y en financiación externa se logró un poco menos
de 3 mil millones de pesos para el año 2020 y 1.500 millones de pesos para el año 2021."
Consejo Académico 298-22.pdf,2022-02-03,"Promoción investigación,Posicionamiento,PDI",Posgrado,Estudiantes,Ciencias sociales,"Escuela de Posgrados: en el 2020 se realizaron diagnósticos y encuestas para estudiantes
con el fin de identificar retos y dificultades para culminar sus investigaciones. De igual
forma, en el año 2021 se aprobó el último manual de procedimientos pendiente de la
Facultad y se adelantaron procesos de acreditación frente al Ministerio de Educación
Nacional. Se implementó la estrategia de scouting de posgrados “Es el momento de las
Ciencias Sociales” con diferentes temas coyunturales como la pandemia, la protesta
social, el proceso de paz, se abrieron clases a público externo, se dictaron webinars y
charlas virtuales. Dentro del Plan estratégico de la Escuela de Posgrado con miras al PDI
y al PDF se pretende fortalecer la gobernanza de los programas, crear sentido de
pertenencia de los estudiantes a los programas, aumentar el número de estudiantes y su
diversidad, mejorar la calidad de los programas y su articulación disciplinar, lograr
visibilidad e impacto, entre otros."
Consejo Académico 298-22.pdf,2022-02-03,Población vulnerable,,Estudiantes,Ciencias sociales,"La Facultad en las regiones y las regiones en la Facultad: durante tres semestres
consecutivos (2020-2 2021-1 y 2021-2), el programa Travesías ha financiado 11 becas de
profesionales en las regiones. El programa hoy tiene presencia en las siguientes regiones y
municipios: Silvia, resguardo Guambia – Misak, Cauca; Tablón de Gómez, Nariño;
Marmato, Caldas; Marinilla, Antioquia; Yopal, Casanare; Tunja, Boyacá; Buenaventura,
Valle del Cauca; Pueblo Bello y Palomino, Sierra Nevada de Santa Marta. Así mismo, se
han financiado 7 proyectos que han conformado la Escuela Región en algunas zonas del
país: Barichara (Santander) y su contexto regional; Región Caribe de Colombia –
localidades de Tierrafirme (Mompox, Bolívar), Sabanagrande, Usiacurí, Piojó (Atlántico);
comunidades Ette del Magdalena y el Cesar, en Cartagena y su contexto regional; Yopal y
Orocué, Casanare; comunidades Iku de la Sierra Nevada de Santa Marta y Buenaventura."
Consejo Académico 298-22.pdf,2022-02-03,"Educación continua,Promoción investigación",Educación continua,,Ciencias sociales,"Educación Continua (EDCO): en el año 2021, desde la Coordinación de Relaciones
Externas y Educación Continua - CREEC se consolidaron 5 procesos de
consultoría/investigación, hecho significativo porque en los años 2019 y 2020 no se
lograron proyectos en este frente. En el mismo año se logró triplicar la meta de ingreso y
se aumentó la oferta de cursos de 31 a 163."
Consejo Académico 298-22.pdf,2022-02-03,"Bienestar,Evaluación curricular",,,Ciencias sociales,"Plan de Desarrollo 2021-2025: en articulación con el PDI, se construyó la agenda de
trabajo “Transformar el mundo con las Ciencias Sociales”. Como resultado de un largo
debate colegiado, se definieron seis grandes objetivos con sus respectivas estrategias: 1.
Impacto y visibilidad, 2. Calidad y pertinencia, 3. Articulación de disciplinas, saberes y
conocimientos, 4. Bienestar, 5. Gobierno participativo y 6. Sostenibilidad."
Consejo Académico 298-22.pdf,2022-02-03,"Posicionamiento,Promoción investigación,Bienestar,PDI",,"Estudiantes,Profesores,Administrativos",Ciencias sociales,"a) Programa de Desarrollo de Facultad, PDF – Ciencias Sociales
El decano de Ciencias Sociales presentó el Programa de Desarrollo de su Facultad
denominado Transformar el mundo con las Ciencias Sociales, alineado con el PDI 2021-
2025. El PDF se construyó durante un año de intenso trabajo con todos los miembros de la
facultad y en el marco de este trabajo se destacaron dos reuniones informativas: la primera
se llevó a cabo el 18 de agosto de 2021 y contó con la participación de profesores(as) y
coordinadores(as) académicos(as); la segunda fue el 24 de agosto de 2021 con la
participación del personal administrativo.
En tal sentido, el decano manifestó que la ayuda de la Dirección de Planeación y Evaluación
había sido trascendental en este proceso, porque se crearon una serie de grupos de trabajo
focal en los que se abordaron temas como el contexto y el diagnóstico, la docencia en
pregrado, el posicionamiento e impacto, la investigación, la docencia en posgrado, la
comunidad y los estudiantes. En cada grupo asistieron 30 miembros de la comunidad, lo que
resultó en una participación de más de 200 personas en la construcción del PDF. Asimismo,
mencionó que con el fin de ordenar, consolidar y difundir el trabajo realizado en torno al
PDF se creó un Comité de Facultad que tuvo cinco extensas jornadas de trabajo."
Consejo Académico 298-22.pdf,2022-02-03,"Creación programas,Impacto Social,Bienestar,Posicionamiento,PDI","Educación continua,Pregrado,Posgrado",,Ciencias sociales,"Sobre el PDF de Ciencias Sociales:
✓ Introducción: teniendo en cuenta que las Ciencias Sociales se cimentan en las
dimensiones humana y social, el PDF se fundamentó en el pensamiento crítico y la
reflexión de sí mismos como facultad. Así las cosas, se empezó a definir la capacidad
crítica como una fortaleza de las Ciencias Sociales en la implementación del PDI 2021-
2025 y del PDF, sobre todo la crítica vista desde las diversas perspectivas disciplinares.
En efecto, se identificaron ocho grandes retos que involucran a las Ciencias Sociales: (i)
la desigualdad, (ii) el conflicto y la construcción de paz, (iii) el gobierno y la democracia,
(iv) nuevas tecnologías, (v) naturaleza y sociedad, (vi) ética, (vii) bienestar y (viii)
globalización. De lo anterior, son de absoluto resorte de la facultad los dos primeros retos.
✓ Objetivos, estrategias y acciones: se trazan seis objetivos totalmente sintonizados con
los sueños del PDI. Estos son: (i) impacto y visibilidad, (ii) calidad y pertinencia, (iii)
articulación de disciplinas, saberes y conocimientos, (iv) bienestar, (v) gobierno
participativo y (vi) sostenibilidad. De estos, se derivan 30 estrategias que traen como
resultado alrededor de 80 acciones.
✓ Retos mayores / interdisciplinares: nuevos programas académicos como pregrados en
Estudios Globales, Sociología y Geografía; micro y macro credenciales, maestría en
Estudios Latinoamericanos con La Tríada, entre otros posgrados y programas de
Educación Continua. En cuanto a la visibilidad y posicionamiento se planteó crear una
publicación denominada La Imprenta, que permitirá unificar la facultad y mostrar lo que
desde ella se hace en materia interdisciplinar. También, se propuso la creación de espacios
de encuentro entre diversas disciplinas, departamentos y facultades para la investigación
y la docencia en los grandes desafíos de la facultad. Por último, se planeó realizar una
valoración de una mayor diversidad de los productos que se ofrecen."
Consejo Académico 298-22.pdf,2022-02-03,PDI,,"Estudiantes,Profesores,Egresados",Otras,"b) Programa de Desarrollo de Facultad, PDF – CIDER
La directora del CIDER explicó que su centro creó el PDF 2021-2025 entre junio y diciembre
del año 2021 de manera simultánea con el ejercicio del PDI 2021-2025. Destacó que esta
construcción involucró a los estudiantes, egresados, profesores, exprofesores y
administrativos del CIDER en tres etapas. La primera fue de evaluación y balance en varias
mesas de trabajo donde se revisaron los logros, aprendizajes y retos plantados en el PDF
2016-2020. Posteriormente, se emprendió la formulación del nuevo PDF en el que se
priorizaron los sueños y pilares, los objetivos, las líneas de acción, las metas y los indicadores
por cada sueño. Esto comprendió un trabajo individual con cada participante, un taller con
cinco subgrupos donde surgieron y se incorporaron algunas recomendaciones al documento
oficial cuyo resultado se presentó finalmente al Consejo del CIDER. Por último, se contó con
la retroalimentación de experimentados pares externos, quienes también hicieron sus
recomendaciones, y se definió la versión final previa revisión de la Vicerrectoría Académica.
Al respecto, anotó que también este PDF está alineado con los sueños que contempla el PDI
2021-2025 y que se establecieron las siguientes iniciativas disruptivas e interdisciplinares."
Consejo Académico 298-22.pdf,2022-02-03,"Bienestar,Internacionalización,Creación programa","Pregrado,Posgrado","Estudiantes,Profesores",Otras,"Iniciativas disruptivas:
✓ La vinculación temprana de estudiantes a proyectos y organizaciones, cuya finalidad es
vincular a los estudiantes de los programas de su centro con las organizaciones desde
varios cursos ofrecidos como una alternativa que facilite la vinculación de los estudiantes
al mercado laboral. Esta iniciativa se ha implementado desde el año 2021 por medio de
las líneas de profundización de algunas maestrías. Se espera replicar esta práctica en otros
programas académicos del CIDER y en la Opción en Desarrollo para pregrado.
✓ La vinculación de estudiantes de diversas regiones y condiciones socioeconómicas, étnico
raciales y de género, ya que esta ha sido una de las solicitudes más reiteradas de los
profesores y profesoras del CIDER en los últimos años.
✓ En movilidad académica internacional se busca crear opciones atractivas y de fácil acceso
como la creación de cursos virtuales con La Tríada para aquellos estudiantes que no ven
la movilidad académica como una opción real dados los altos costos que implica."
